neg,neu,pos,compound
0.18,0.66,0.16,-0.25
0.0,0.932,0.068,0.3612
0.131,0.774,0.096,-0.5688
0.0,0.957,0.043,0.2023
0.0,0.714,0.286,0.6369
0.328,0.672,0.0,-0.8313
0.086,0.835,0.079,-0.3182
0.04,0.845,0.115,0.9551
0.0,0.968,0.032,0.2732
0.0,0.579,0.421,0.7906
0.126,0.807,0.067,-0.4754
0.038,0.943,0.019,-0.3612
0.037,0.854,0.109,0.6486
0.034,0.874,0.092,0.5859
0.075,0.925,0.0,-0.5106
0.0,0.917,0.083,0.4588
0.0,0.927,0.073,0.3804
0.167,0.833,0.0,-0.5574
0.071,0.876,0.054,-0.1531
0.077,0.871,0.051,-0.3291
0.0,1.0,0.0,0.0
0.073,0.899,0.029,-0.4215
0.191,0.636,0.173,-0.4404
0.076,0.924,0.0,-0.1027
0.118,0.73,0.152,0.2111
0.0,1.0,0.0,0.0
0.0,0.878,0.122,0.5548
0.0,1.0,0.0,0.0
0.043,0.831,0.126,0.3612
0.093,0.832,0.075,-0.2732
0.087,0.913,0.0,-0.296
0.14,0.86,0.0,-0.7184
0.0,1.0,0.0,0.0
0.031,0.857,0.112,0.4588
0.317,0.683,0.0,-0.9517
